marker,article,previous,current,next,link
"Mihalcea et Radev, 2011",W14-6700,"Ces derniers semblent se preter  merveille  la modelisation de nombreux domaines (Barrat, 2008, Barabsi, 2003) y compris la langue.","En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"Widdows, 2004",W14-6700,"Ces derniers semblent se preter  merveille  la modelisation de nombreux domaines (Barrat, 2008, Barabsi, 2003) y compris la langue.","En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"Sowa, 1991)",W14-6700,"Ces derniers semblent se preter  merveille  la modelisation de nombreux domaines (Barrat, 2008, Barabsi, 2003) y compris la langue.","En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Schvaneveldt, 1989, ",W14-6700,"Ces derniers semblent se preter  merveille  la modelisation de nombreux domaines (Barrat, 2008, Barabsi, 2003) y compris la langue.","En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"Nelson et al., 1998)",W14-6700,"Ces derniers semblent se preter  merveille  la modelisation de nombreux domaines (Barrat, 2008, Barabsi, 2003) y compris la langue.","En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Vitevitch, 2008)",W14-6700,"En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",Les graphes sont essentiellement une forme de representation mathematique et visuelle des relations entre des objets/entites.,http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Ferrer i Cancho & Sole, 2001)",W14-6700,"En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",Les graphes sont essentiellement une forme de representation mathematique et visuelle des relations entre des objets/entites.,http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Dion, 2012)",W14-6700,"En effet, il y a eu de nombreux travaux montrant leur pertinence pour capter le sens des mots et celui des phrases (Bieman, 2012; Mihalcea et Radev, 2011; Widdows, 2004; Sowa, 1991) ou pour modeliser divers aspects du  monde  lexical : structures associatives (Schvaneveldt, 1989, Nelson et al., 1998), structure du dictionnaire (Gaume et al.","2008), densitd lexicale, distance moyenne entre les mots (Vitevitch, 2008), accessibilitd (Ferrer i Cancho & Sole, 2001), aspects dynamiques des graphes (Dion, 2012), etc.",Les graphes sont essentiellement une forme de representation mathematique et visuelle des relations entre des objets/entites.,http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Widdows, 2004, ",W14-6700,4 Conclusion,"Vu le dynamisme du domaine od de 'nouvelles' th6ories comme les methodes vectorielles (Widdows, 2004, Vitevitch, 2008), la semantique distributionnelle (Sahlgren, 2008), et la memoire distributionelle (Baroni et Lenci, 2010) etc., ont vu le jour et se sont g6n6ralis6es, et vu le vivier du monde francophone travaillant sur les ressources lexicales nous 6tions tres surpris du faible nombre de soumissions.","Il n'est pas facile de savoir ce qui a pu causer ce 'silence', car il contraste 6norm6ment avec le succes d'un autre 6v6nement, consacr6  des problemes tres voisins : CogALex (http://pageperso.lif.univ-mrs.fr/~michael.zock/CogALex-IV/cogalex-webpage/index.html).",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"Vitevitch, 2008)",W14-6700,4 Conclusion,"Vu le dynamisme du domaine od de 'nouvelles' th6ories comme les methodes vectorielles (Widdows, 2004, Vitevitch, 2008), la semantique distributionnelle (Sahlgren, 2008), et la memoire distributionelle (Baroni et Lenci, 2010) etc., ont vu le jour et se sont g6n6ralis6es, et vu le vivier du monde francophone travaillant sur les ressources lexicales nous 6tions tres surpris du faible nombre de soumissions.","Il n'est pas facile de savoir ce qui a pu causer ce 'silence', car il contraste 6norm6ment avec le succes d'un autre 6v6nement, consacr6  des problemes tres voisins : CogALex (http://pageperso.lif.univ-mrs.fr/~michael.zock/CogALex-IV/cogalex-webpage/index.html).",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Sahlgren, 2008)",W14-6700,4 Conclusion,"Vu le dynamisme du domaine od de 'nouvelles' th6ories comme les methodes vectorielles (Widdows, 2004, Vitevitch, 2008), la semantique distributionnelle (Sahlgren, 2008), et la memoire distributionelle (Baroni et Lenci, 2010) etc., ont vu le jour et se sont g6n6ralis6es, et vu le vivier du monde francophone travaillant sur les ressources lexicales nous 6tions tres surpris du faible nombre de soumissions.","Il n'est pas facile de savoir ce qui a pu causer ce 'silence', car il contraste 6norm6ment avec le succes d'un autre 6v6nement, consacr6  des problemes tres voisins : CogALex (http://pageperso.lif.univ-mrs.fr/~michael.zock/CogALex-IV/cogalex-webpage/index.html).",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
"(Baroni et Lenci, 2010)",W14-6700,4 Conclusion,"Vu le dynamisme du domaine od de 'nouvelles' th6ories comme les methodes vectorielles (Widdows, 2004, Vitevitch, 2008), la semantique distributionnelle (Sahlgren, 2008), et la memoire distributionelle (Baroni et Lenci, 2010) etc., ont vu le jour et se sont g6n6ralis6es, et vu le vivier du monde francophone travaillant sur les ressources lexicales nous 6tions tres surpris du faible nombre de soumissions.","Il n'est pas facile de savoir ce qui a pu causer ce 'silence', car il contraste 6norm6ment avec le succes d'un autre 6v6nement, consacr6  des problemes tres voisins : CogALex (http://pageperso.lif.univ-mrs.fr/~michael.zock/CogALex-IV/cogalex-webpage/index.html).",http://www.aclweb.org/anthology/W/W14/W14-6700.pdf
