marker,article,previous,current,next,link
"(Steen et al., 2010)",W15-1402,"In this paper, we present a set of experiments aimed at improving on previous work on the task of supervised word-level detection of linguistic metaphor in running text.","The use of supervised machine learning techniques for metaphor identification has increased manyfold in the recent years (see section 10, Related Work, for a review and references), partially due to the availability of largescale annotated resources for training and evaluating the algorithms, such as the VU Amsterdam corpus (Steen et al., 2010), datasets built as part of a U.S. government-funded initiative to advance the state-of-art in metaphor identification and interpretation (Mohler et al., 2013; Strzalkowski et al., 2013), and recent annotation efforts with other kinds of data (Beigman Klebanov and Flor, 2013; Jang et al., 2014).","Some of these data are publicly available (Steen et al., 2010), allowing for benchmarking and for measuring incremental improvements, which is the approach taken in this paper.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2014),W15-1402,"Content tokens are nouns, adjectives, adverbs, and verbs.","We start with a baseline set of features and training regime from Beigman Klebanov et al (2014), and investigate the impact of re-weighting of training examples and of a suite of features related to concreteness of the target concept, as well as to the difference in concreteness within certain types of dependency relations.","The usage of concreteness features was previously discussed in the literature; to our knowledge, these features have not yet been evaluated for their impact in a comprehensive system for word-level metaphor detection, apart from the concreteness features as used in Beigman Klebanov et al (2014), which we use as a baseline.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
"(Blanchard et al., 2013)",W15-1402,"In this study, each content-word token in a text is an instance that is classified as either a metaphor or not a metaphor.","We use the logistic regression classifier as implemented in the SKLL package (Blanchard et al., 2013), which is based on scikitlearn (Pedregosa et al., 2011), with F1 optimization (""metaphor"" class).","Performance will be evaluated using Precision, Recall, and F-1 score, for the positive (""metaphor"") class.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
"(Yang et al., 2014",W15-1402,5 Experiment 1: Re-weighting of Examples,"Given that the category distribution is generally heavily skewed towards the non-metaphor category (see Table 1), we experimented with cost-sensitive machine learning techniques to try to correct for the imbalanced class distribution (Yang et al., 2014; Muller et al., 2014).","The first technique uses AutoWeight (as implemented in the auto flag in scikitlearn toolkit), where we assign weights that are inversely proportional to the class frequencies.2 Table 2 shows the results.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
"(Dunn, 2014",W15-1402,"The small improvement is perhaps not surprising, since the baseline model itself already contains a version of the concreteness features.","Given the relevant literature that has put forward concreteness and difference in concreteness as important predictors of metaphoricity (Dunn, 2014; Tsvetkov et al., 2014; Gandy et al., 2013; Assaf et al., 2013; Turney et al., 2011), it is instructive to evaluate the overall contribution of the concreteness features over the UPT baseline (no concreteness features), across the different weighting regimes.",Table 9 provides this information.,http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2013),W15-1402,"The field of automated identification of metaphor has grown dramatically over the last few years, and there exists a plurality of approaches to the task.",Shutova and Sun (2013) and Shutova et al (2013) explored unsupervised clustering-based approaches.,"Features used in supervised learning approaches include selectional preferences violation, outlier detection, semantic analysis using topical signatures and ontologies, as well as n-gram features, among others (Tsvetkov et al., 2014; Schulder and Hovy, 2014; Beigman Klebanov et al., 2014; Mohler et al., 2013; Dunn, 2013; Tsvetkov et al., 2013; Hovy et al., 2013; Strzalkowski et al., 2013; Bethard et al., 2009; Pasanek and Sculley, 2008).",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2014),W15-1402,"We start with a baseline set of features and training regime from Beigman Klebanov et al (2014), and investigate the impact of re-weighting of training examples and of a suite of features related to concreteness of the target concept, as well as to the difference in concreteness within certain types of dependency relations.","The usage of concreteness features was previously discussed in the literature; to our knowledge, these features have not yet been evaluated for their impact in a comprehensive system for word-level metaphor detection, apart from the concreteness features as used in Beigman Klebanov et al (2014), which we use as a baseline.",2 Data,http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2014),W15-1402,"The data is annotated according to the MIPVU procedure (Steen et al., 2010) with the interannotator reliability of  > 0.8.","In order to allow for direct comparison with prior work, we used the same subset of these data as Beigman Klebanov et al (2014), in the same crossvalidation setting.","The total of 90 fragments are used in cross-validation: 10-fold on News, 9-fold on Conversation, 11 on Fiction, and 12 on Academic.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2014),W15-1402,"Performance will be evaluated using Precision, Recall, and F-1 score, for the positive (""metaphor"") class.","As a baseline, we use the best performing feature set from Beigman Klebanov et al (2014), who investigated supervised word-level identification of metaphors.","We investigate the effect of reweighting of examples, as well as the effectiveness of features related to the notion of concreteness.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2014),W15-1402,4 Baseline System,"As a baseline, we use the best feature set from Beigman Klebanov et al (2014).","Specifically, the baseline contains the following families of features:",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
(2013),W15-1402,6 Experiment 2: Re-representing concreteness information,"In this paper, we use mean concreteness scores for words as published in the large-scale norming study by Brysbaert et al (2013).","The dataset has a reasonable coverage for our data; thus, 78% of tokens in Set A have a concreteness rating.",http://www.aclweb.org/anthology/W/W15/W15-1402.pdf
"(Ahrenberg et al., 2002)",W06-2717,"For this purpose we have developed a ""TreeAligner"".","This program is a graphical user interface to insert (or correct) alignments between pairs of syntax trees.4 The TreeAligner can be seen in the line of tools such as I*Link (Ahrenberg et al., 2002) or Cairo (Smith and Jahr, 2000) but it is especially tailored to visualize and align full syntax trees.",The TreeAligner requires three input files.,http://www.aclweb.org/anthology/W/W06/W06-2717.pdf
"(Erk and Pado, 2004)",W06-2717,"For example, we are currently experimenting with the annotation of semantic frames on top of the treebanks.","We use the SALSA tool developed at Saarbrucken University (Erk and Pado, 2004) which also assumes TIGER-XML input.",,http://www.aclweb.org/anthology/W/W06/W06-2717.pdf
"(Burstein, 2003",W13-1708,"Forms of text used for assessment include mathematical responses, short answers, essays and spoken responses among others (Williamson et al., 2010).","Standardized tests like GRE and GMAT too use such systems to complement human scorers while evaluating student essays automatically (Burstein, 2003; Rudner et al., 2005).","Zhang (2008) discusses proficiency classification for the Examination for the Certificate of Proficiency in English (ECPE) in detail, by comparing procedures based on four types of measurement models.",http://www.aclweb.org/anthology/W/W13/W13-1708.pdf
(2011),W13-1708,"Although error-rate is a strong indicator of a learner's proficiency in a language, considering other factors like lexical indices or syntactic and morphological complexity would help in providing multiple views about the same data.","Providing a non-error driven model, Crossley et al (2011) studied the impact of various lexical indices in predicting the learner proficiency level.","Using a corpus of 100 writing samples by L2 learners of English classified in to three levels (beginner, intermediate, advanced), they built a classification system that analyses language proficiency using the Coh-metrix5 lexical indices.",http://www.aclweb.org/anthology/W/W13/W13-1708.pdf
(2000),W13-1708,Cascade generalization is the process of sequentially using a set of small classifiers to perform an overall classification task.,Gama and Brazdil (2000) showed that a cascade can outperform other ensemble methods like stacking or boosting.,Kaynak and Alpaydin (2000) proposed a method to sequentially cascade classifiers and showed that this improves the accuracy without increasing the computational complexity and cost.,http://www.aclweb.org/anthology/W/W13/W13-1708.pdf
"(Hall et al., 2009)",W13-1708,"Hence, we further investigated the problem as a collection of multi-stage twoclass cascades instead of a single stage three class classification.","For all our classification experiments, we used the WEKA (Hall et al., 2009) toolkit.",We report the overall classification accuracy as our evaluation metric.,http://www.aclweb.org/anthology/W/W13/W13-1708.pdf
